expt,subjectID,site,stimulus,task,attention,AUC,alphaC,betaC,gammaC,lambdaC,alphaA,betaA,gammaA,lambdaA,alphaR,betaR,gammaR,lambdaR
1,S0002,0,1,0,-1,0.141155369850226,0.173007775381406,2.02560806486711,7.16123698111645e-13,0.145086738456212,0.175575890009399,3.01612412532743,0.5,0.188127520574509,0.985373193165329,0.671593071338604,1.43224739622329e-12,0.77121485475991
1,S0004,0,1,0,-1,0.0690056986800195,0.150968610425224,3.36317922113881,0.103997101563019,0.29594710726008,0.123874425496858,4.49048155512274,0.5,0.262541222420619,1.21872299160777,0.748957362335025,0.207994203126039,1.12724053210182
1,S0005,0,1,0,-1,0.362433648953749,0.0703051724384049,2.31428971301616,0.223916393704939,0.0274102805994226,0.117556166239738,4.09372771121068,0.5,0.0727028471236404,0.598056016007091,0.5653257559555,0.447832787409878,0.377017980503679
1,S0006,0,1,0,-1,0.0845253353220367,0.273083870936652,3.13353774575028,2.70581058776567e-12,0.523404708819202,0.396145990115031,4.26625381360967,0.5,0.271294139730732,0.689351597014412,0.734493980586447,5.41162117553134e-12,1.92928866557419
1,S0007,0,1,0,-1,0.300278350677296,0.121238245944573,2.47896969927749,2.04509702762241e-14,0.0717871049105153,0.183607018371808,3.50957304826465,0.5,0.0812424257511385,0.660313788763036,0.706345092461673,4.09019405524482e-14,0.883615970926488
1,S0008,0,1,0,-1,0.267582999660102,0.159545496983083,2.22859874089943,3.64438169229313e-15,0.137055523574012,0.26000646781294,2.40726424704938,0.5,0.0388429848034052,0.613621262290548,0.925780683874259,7.28876338458627e-15,3.52844984152703
1,S0010,0,1,0,-1,0.288998411745523,0.102808636055983,1.31018362227219,8.47086097254348e-13,0.0657618772913231,0.179393289920012,2.66165119938334,0.5,0.0639512981698578,0.573090755522815,0.49224467224546,1.6941721945087e-12,1.02831184312563
1,S0011,0,1,0,-1,0.353060723176473,0.0701431804420149,1.40530183752765,3.55933691781298e-11,1.012542004144e-06,0.139229280851225,6.39625061609169,0.5,0.0961901863013738,0.503796184345498,0.219707125607648,7.11867383562596e-11,1.05264584993276e-05
1,S0012,0,1,0,-1,0.252293293851189,0.180751054417948,2.10481949161774,2.58340723366605e-13,0.190809456309226,0.622327033995378,1.80283787061311,0.5,0.093079441401082,0.290443841492013,1.16750348210842,5.1668144673321e-13,2.0499634875012
1,S0013,0,1,0,-1,0.301019362978484,0.145264344017514,2.45935456167946,1.09217217679304e-06,0.0504395062798688,0.256449191265809,2.16184117599835,0.5,0.0837267335257419,0.566444929307452,1.13762037146125,2.18434435358607e-06,0.602430121848251
1,S0014,0,1,0,-1,0.348503895289585,0.126079054557868,5.04637099838354,0.0384570192310494,0.0328866104825925,0.172738333748617,3.58999388847682,0.5,0.0226672428874277,0.729884628511864,1.40567676579657,0.0769140384620988,1.45084299162087
1,S0015,0,1,0,-1,0.315184738798726,0.107139836971456,2.62782819142887,1.25287807227743e-13,0.0493607088458925,0.16936748793595,2.73030017342825,0.5,0.0605262855359662,0.632587979411806,0.962468602171782,2.50575614455485e-13,0.815525162477733
1,S0016,0,1,0,-1,0.265009546530524,0.192293510778367,3.21994951453387,2.08483888284798e-13,0.050511535179514,0.222706591140663,5.72720768383622,0.5,0.088336499319533,0.863438795383082,0.562219792311961,4.16967776569596e-13,0.571808205765574
1,S0017,0,1,0,-1,0.174791228182975,0.12258759862599,15.5539142382882,0.291657280936949,0.163179925017259,0.169634559047431,2.08329007225429,0.5,0.210865733451735,0.722656982836346,7.46603386894538,0.583314561873898,0.773857005337516
1,S0018,0,1,0,-1,0.346803802562869,0.114159003629448,3.19001877200748,7.44233372515255e-13,0.0713052503325946,0.207155078066973,2.94076517061559,0.5,0.0424827343173917,0.551079918941404,1.08475807721149,1.48846674503051e-12,1.67845246965197
1,001,1,1,0,-1,0.174718605382504,0.131289861657723,15.4773250463092,0.166647318734219,0.196652710264555,0.165005071361882,2.93080216649422,0.5,0.186659106729167,0.795671675871006,5.28091770343642,0.333294637468439,1.05353933012167
1,002,1,1,0,-1,0.0885690626655904,0.101999800399215,1.64857183037282,2.71705240059179e-11,0.428586690406425,0.681324644475449,24.4714517332086,0.5,1.16674089241686e-08,0.149708074155668,0.0673671447180899,5.43410480118359e-11,36733664.9629744
1,005,1,1,0,-1,0.272298266875402,0.123725743252669,16.5411580869074,0.395806125538642,0.208333331622394,0.190206279553101,4.16716599670704,0.5,0.126179978903872,0.650481905977916,3.96940225082909,0.791612251077283,1.65108072954354
1,006,1,1,0,-1,0.201037574706937,0.154360471824342,3.27045368619515,0.053847817176091,0.0634392218637807,0.165242473023301,179.072014333324,0.5,0.197916743964037,0.934145253336747,0.018263343372614,0.107695634352182,0.32053489054624
1,017,1,1,0,-1,0.190329981445611,0.122771204017697,1.6248708541141,0.00276670373440221,0.128472210002239,0.225412815436679,2.32365332941359,0.5,0.211805550341222,0.544650506138524,0.699274213388864,0.00553340746880442,0.606557334287363
1,019,1,1,0,-1,0.274518472675884,0.1022502007458,2.24146158330402,1.72429689813745e-12,0.188542723819701,0.178727207597446,3.49239810785479,0.5,0.0875716912467367,0.572102043781166,0.641811590225848,3.4485937962749e-12,2.15300996401308
1,020,1,1,0,-1,0.168689695672825,0.245990747174527,16.4608382242638,0.824999981078108,0.0600000002027112,0.269712040134802,4.66084938984475,0.5,0.301451699463473,0.912049558675917,3.5317249813155,1.64999996215622,0.199036861658102
1,021,1,1,0,-1,0.206189977842996,0.107645320338104,4.38110632356261,1.10327354373744e-12,0.0653872192016491,0.117411611063518,12.5164176128688,0.5,0.177229988486799,0.91682006032495,0.350028774931429,2.20654708747489e-12,0.368939928055796
1,022,1,1,0,-1,0.238082096905617,0.12961680054244,5.01642164211293,2.09638385734629e-13,0.0959945459711321,0.171200283923385,2.74570959106456,0.5,0.106177441565348,0.757106224195547,1.82700372189324,4.19276771469257e-13,0.904095489172731
1,023,1,1,0,-1,0.246581177218097,0.165270622180646,3.81293162951845,8.62924266620836e-15,0.0729115214327744,0.273302705043453,1.71995143645614,0.5,0.0208744347532718,0.604716379058046,2.21688330769081,1.72584853324167e-14,3.49286207241354
1,024,1,1,0,-1,0.0659093636687727,0.303842332556141,1.60086203272525,1.53792064449164e-13,0.375709863769985,0.830393120185515,0.412119037858504,0.5,0.195740570618939,0.365901794186663,3.88446513183136,3.07584128898327e-13,1.91942765151842
1,025,1,1,0,-1,0.249843116087754,0.086285961131191,2.64871885782857,1.81688589571384e-12,0.00059109718727495,0.11746492079733,3.93257502857498,0.5,2.83431183478009e-11,0.73456790798051,0.673532949424328,3.63377179142769e-12,20855051.3045722
1,026,1,1,0,-1,0.22146960645197,0.0509134310903458,2.3199831389616,8.69599725680666e-14,0.242120980865434,0.128389711759116,5.74779610012334,0.5,0.192242354308309,0.396553823454866,0.403630034633937,1.73919945136133e-13,1.25945701058744
1,027,1,1,0,-1,0.214295648220724,0.171830555765604,9.59208087165546,9.70417600075199e-16,0.270253062415712,0.23665131339133,4.19060255249361,0.5,0.122583984217585,0.726091705569628,2.28895027660108,1.9408352001504e-15,2.20463598194049
1,039,1,1,0,-1,0.277458170033069,0.169416782285937,5.46996619211972,0.00921219559342922,0.0676493802777286,0.202396159811414,6.09937943793549,0.5,0.0959303867576545,0.837055319842994,0.896807002708981,0.0184243911868584,0.705192406329277
1,S0002,0,1,0,0,0.114997042136813,0.159786566155521,3.94147873108612,9.55448275958509e-15,0.0174308749105455,0.155161633637678,4.9598082366678,0.5,0.0885421211946204,1.0298071914391,0.794683694007929,1.91089655191702e-14,0.196865341324176
1,S0004,0,1,0,0,0.0705424514015167,0.122517998424079,8.08173134420842,0.0175302433323303,0.066247075779682,0.123240999276292,9.89369769044937,0.5,0.0624625480011523,0.994133438900541,0.816856507755429,0.0350604866646607,1.0605887511739
1,S0005,0,1,0,0,0.391582147712593,0.067386047734806,3.31190880603118,0.000140313484180367,2.7100498432749e-15,0.107423741584552,7.72234918118821,0.5,0.0498958073091304,0.627291944414049,0.428873226051349,0.000280626968360734,5.43141796761545e-14
1,S0006,0,1,0,0,0.0830674994241356,0.226383809885327,16.0176581051474,0.0208332555838776,0.205020913820423,0.250368479331709,7.68115932458478,0.5,0.130685747898689,0.904202519780433,2.08531777929411,0.0416665111677551,1.56880851291726
1,S0007,0,1,0,0,0.290618433383139,0.116527192506184,2.76566507631362,6.81872229667039e-13,0.00100833503595941,0.154052069569699,4.42534312386644,0.5,0.0143248177738954,0.756414326867988,0.624960596026561,1.36374445933408e-12,0.0703907757763548
1,S0008,0,1,0,0,0.209429513013161,0.139759354874212,3.78622196923083,4.12396307646771e-13,0.0704007788882056,0.150033722063,2.85843045896384,0.5,0.0786427031869121,0.931519614073998,1.32458075282451,8.24792615293542e-13,0.895197850980303
1,S0010,0,1,0,0,0.269101481322566,0.100876105026343,3.12749093844959,8.02851066978044e-11,0.0283378915082988,0.128030162499859,4.1123929742865,0.5,0.0240360704090791,0.787908904094798,0.760503910498051,1.60570213395609e-10,1.1789735604034
1,S0011,0,1,0,0,0.29813959124724,0.0706683843527684,1.62599474119166,0.0017916482681409,6.20859214394845e-14,0.123018996786435,2.39864244081972,0.5,0.0519483635895009,0.574450988861914,0.677881252128593,0.00358329653628179,1.19514681790732e-12
1,S0012,0,1,0,0,0.134790194713946,0.174589082383452,3.40143280462221,4.44436956538963e-12,0.103836904880214,0.261357988502503,1.07589320868641,0.5,0.0344518830637525,0.668007445970148,3.16149667751425,8.88873913077926e-12,3.01396892262944
1,S0013,0,1,0,0,0.279619339823314,0.144511693738238,4.45442641229146,7.48443424217369e-14,0.0140487573389081,0.180475633199666,4.42551640710655,0.5,0.0354159320903095,0.800726896901149,1.00653257213971,1.49688684843474e-13,0.396679022963006
1,S0014,0,1,0,0,0.274705548901465,0.120337825515056,4.62182916355522,4.62855737509269e-11,0.0155157448355604,0.147012408846433,2.63740882417442,0.5,2.87645252117278e-14,0.818555565882604,1.75241286871859,9.25711475018538e-11,539405560194.485
1,S0015,0,1,0,0,0.190720950015979,0.121167649750951,6.26333843189857,0.0286584698786826,0.0103994868808257,0.141037371896242,1.72800281963459,0.5,4.43023422655795e-13,0.859117325584397,3.62461123369177,0.0573169397573652,23473898554.8074
1,S0016,0,1,0,0,0.213821117418717,0.152599731616967,5.85146232484848,0.0346346486333669,0.0220615431547106,0.158948767456927,6.4547315602092,0.5,0.0349150173757688,0.960056086363297,0.90653844707042,0.0692692972667339,0.631864017631033
1,S0017,0,1,0,0,0.119948166085405,0.116972354853732,5.07548763824955,0.179914502432696,4.56189929615218e-06,0.162667117647897,1.67247716014358,0.5,6.7973250853494e-13,0.719090351787787,3.03471267602472,0.359829004865391,6711315.46435032
1,S0018,0,1,0,0,0.269054685507907,0.115923624304991,4.42929085145284,5.46979601055924e-14,0.0194709707442926,0.147415060710391,2.39799771362652,0.5,0.0527749070413872,0.78637571864338,1.84707884677437,1.09395920211185e-13,0.368943724126753
1,001,1,1,0,0,0.182366472967841,0.125434778244626,2.30382101047376,0.00142963674273316,1.91463457446199e-14,0.184441916764129,2.67086192998357,0.5,2.26549951582956e-14,0.680077394798691,0.862575854113107,0.00285927348546631,0.845126896335227
1,002,1,1,0,0,0.0950477640777805,0.142708605642332,4.4978737903862,0.170624670432544,0.0726929457524962,0.191352147785739,4.5160864796835,0.5,0.144025501230227,0.745790456463158,0.9959671522281,0.341249340865087,0.504722740983873
1,005,1,1,0,0,0.258391517061641,0.112707006545366,1.79164480257952,1.88722686163494e-05,5.47654056007761e-14,0.15719986439643,4.40843140340491,0.5,0.0212546545736354,0.716966308960289,0.406413220175257,3.77445372326989e-05,2.57663117558767e-12
1,006,1,1,0,0,0.17811759492982,0.130821840775546,2.6702912985527,0.000698402254991817,1.35496880380192e-13,0.134463110659467,14.0796690162378,0.5,0.140516713252553,0.97291993420305,0.189655828945489,0.00139680450998363,9.64275901733207e-13
1,017,1,1,0,0,0.183334213576178,0.0832652281100056,0.345875736447683,0.000288979596711495,2.75170985440192e-12,0.564849762041466,0.774392488362786,0.5,0.0226805115597367,0.147411282973849,0.446641388760021,0.000577959193422989,1.2132485844309e-10
1,019,1,1,0,0,0.297183211010341,0.111113884775002,2.3340169700828,7.78372748328502e-05,2.72252159212944e-13,0.164400059554485,3.88434310529029,0.5,7.76499105436416e-14,0.675874966688663,0.600878168281267,0.0001556745496657,3.50614903876715
1,020,1,1,0,0,0.173434961016811,0.175104733593246,2.71881826987326,0.49896398514249,0.0132982386211651,0.242221765476898,23.0395820180352,0.5,0.150000008608643,0.722910813768085,0.11800640600793,0.99792797028498,0.0886549190531101
1,021,1,1,0,0,0.13127502823416,0.107314512565678,5.25907747342335,3.49744691887169e-14,0.026241179551667,0.132834459899262,2.69311277906857,0.5,4.69458800212711e-13,0.807881574156749,1.95278768653804,6.99489383774339e-14,55896661303.9892
1,022,1,1,0,0,0.276890953617152,0.125969506965253,5.36628439383176,1.18121386544027e-15,0.0261932936785683,0.184111803988666,3.22069528019611,0.5,0.0234149103890603,0.684201144284088,1.66618817583544,2.36242773088054e-15,1.11865871973638
1,023,1,1,0,0,0.278315242407849,0.17949636723773,3.28621334495634,0.00264069540217673,2.64182965670511e-14,0.227538540564438,3.14898487201985,0.5,0.0890912123649804,0.788861380548837,1.04357863835925,0.00528139080435346,2.96530890822578e-13
1,024,1,1,0,0,0.0615675522521845,0.718891631135584,10.5969167973728,0.041666501677345,0.149999954351014,0.674576705155422,22.2403248111981,0.5,0.131944441258676,1.06569293846272,0.476473113020241,0.0833330033546901,1.13684178674068
1,025,1,1,0,0,0.255748697857668,0.0802388903426444,2.89796454116081,1.9635069564287e-12,1.07278221999817e-11,0.104193228455884,4.52622673933396,0.5,0.044013848303461,0.770096977814813,0.640260576426016,3.9270139128574e-12,2.43737428411551e-10
1,026,1,1,0,0,0.19594408276234,8.76787706987896e-25,0.00182255211232219,5.47966073242249e-05,0.00523210802205006,0.140429271884123,4.27491451331318,0.5,1.17430252389577e-12,6.24362495955536e-24,0.000426336504892973,0.00010959321464845,4455502662.71456
1,027,1,1,0,0,0.138668511701703,0.19270924239993,5.48849807620905,6.93029407294015e-15,0.0773723585282156,0.226307068693024,2.27865455657149,0.5,2.37798273491294e-14,0.851538767714461,2.40865736334653,1.38605881458803e-14,3253697236411.95
1,039,1,1,0,0,0.112678564935156,0.169310431962297,22.1906611640822,3.00917715961543e-16,0.00416573112197667,0.167859818023416,2.26514697703299,0.5,0.0357385572711867,1.00864181765453,9.79656569268135,6.01835431923087e-16,0.116561255966961
1,S0002,0,1,0,1,0.124005197132218,0.156488754179575,4.00182049572369,0.000689664338470903,3.3450644859828e-14,0.170955989118942,3.93297057802458,0.5,0.00711416093063749,0.915374506538635,1.01750583085564,0.00137932867694181,4.70198034398844e-12
1,S0004,0,1,0,1,0.0678685080289863,0.119371615068283,8.52434010371955,2.7887395231778e-15,0.00672888670127284,0.128615890217677,6.15242091030538,0.5,0.0338134865610777,0.928124937488298,1.38552615758801,5.57747904635561e-15,0.199000085043533
1,S0005,0,1,0,1,0.392449878184889,0.0873580062743126,5.86192797912522,0.797888368418959,7.19920900337893e-13,0.107039099489813,4.66183938867643,0.5,0.00750888918670628,0.816131737754635,1.25742812876904,1.59577673683792,9.58758189709923e-11
1,S0006,0,1,0,1,2.26859530158524e-05,0.224093370813441,32.0190866363933,4.72105649450792e-17,0.0769230808603371,0.212358619475315,2.90545644690924,0.5,0.0429376032686458,1.05525912424521,11.0203292396465,9.44211298901585e-17,1.79150849149767
1,S0007,0,1,0,1,0.271838052973636,0.106232504335373,3.70768254043368,1.55124445857384e-13,0.00213193370424271,0.133939738352421,3.86336335468788,0.5,0.0262671551306787,0.793136567549915,0.959703294781918,3.10248891714768e-13,0.081163479396089
1,S0008,0,1,0,1,0.204324322254537,0.131571202276315,4.42178408375668,2.06076601807318e-16,0.0390817956694165,0.14906772163508,2.60695039913729,0.5,0.0263426299156123,0.882627042482096,1.69615198095828,4.12153203614635e-16,1.48359506224753
1,S0010,0,1,0,1,0.242304370277245,0.103763392289171,3.55391614401941,5.62396707397459e-13,0.0245322295761775,0.118316282350143,4.73000973896784,0.5,0.0346894414353768,0.877000107069753,0.751354931627461,1.12479341479492e-12,0.707195865977802
1,S0011,0,1,0,1,0.268953851265979,0.093211643180464,4.95507673666029,6.43382652899507e-14,0.010080615542588,0.107336861700192,6.69565010507772,0.5,0.0540485711432075,0.86840291120881,0.74004415686276,1.28676530579901e-13,0.186510305996403
1,S0012,0,1,0,1,0.129805459171557,0.185005800536292,3.49720060513399,5.30012961119518e-14,0.0387955295986448,0.21488267754565,2.15490387081612,0.5,6.35870857346528e-13,0.86096191023583,1.62290330092985,1.06002592223904e-13,61011649064.3046
1,S0013,0,1,0,1,0.208158077038993,0.156117732804013,4.28963939230953,2.5108178623864e-14,0.0159887113087882,0.174144554076263,3.28479601577266,0.5,0.0255285327434079,0.896483577290874,1.3059073902038,5.02163572477279e-14,0.626307491679749
1,S0014,0,1,0,1,0.319426556911839,0.11638461844977,6.93746013181609,0.0102889550721868,0.00509834158371231,0.131144665379114,6.30832584868766,0.5,0.0291905439828794,0.887452174385621,1.09973078408106,0.0205779101443736,0.174657299524893
1,S0015,0,1,0,1,0.187916806869318,0.108778472762126,4.48933639092669,8.48804160995982e-12,0.00354498858234159,0.110664550122763,3.56285690589887,0.5,0.0133829652507833,0.98295680632556,1.26003836513723,1.69760832199196e-11,0.264888125756294
1,S0016,0,1,0,1,0.198038966731568,0.143990288582014,8.50059226115032,0.00620473126685271,0.0172155373512596,0.152251586003357,5.64554480225415,0.5,0.0184126941629219,0.945739170026376,1.50571690756155,0.0124094625337054,0.934981985739325
1,S0017,0,1,0,1,0.130789951059975,0.118447800789734,6.04371997606604,8.71708557206108e-11,1.25300694226914e-15,0.131985542750708,6.01901240034624,0.5,0.0323719583488013,0.897430114853237,1.00410492188359,1.74341711441222e-10,3.87065536402909e-14
1,S0018,0,1,0,1,0.235247240435233,0.113264683468698,3.97049092364999,7.94537055281676e-13,0.00622328165811219,0.126713316463999,3.142603035863,0.5,0.0152843259923444,0.89386566960291,1.26344017311103,1.58907411056335e-12,0.407167555915078
1,001,1,1,0,1,0.144055546878776,0.143329256656278,3.99603431111069,8.05212864932166e-14,0.0138936334279286,0.161233754783863,3.89384497144953,0.5,0.0594922496329499,0.888953165225319,1.02624381309745,1.61042572986433e-13,0.23353686427473
1,002,1,1,0,1,0.0104574409579648,0.136130754038331,6.68759143067775,7.55138953481851e-15,0.0309164129587583,0.141525600285184,3.558575263715,0.5,0.011761466337904,0.961880774672694,1.87928902301653,1.5102779069637e-14,2.62861892136044
1,005,1,1,0,1,0.175670026166038,0.137145973195022,3.60442339583109,0.000618548485361154,3.93017418634539e-13,0.14808354773646,3.87504477985013,0.5,0.0247844926989018,0.926139164622776,0.930163030521289,0.00123709697072231,1.58573920963068e-11
1,006,1,1,0,1,0.14794904462612,0.118673840339669,5.68295775108982,5.63990531458267e-14,0.0166954902040198,0.130841658208125,5.84570362743779,0.5,0.0683586112454862,0.907003487764573,0.972159745563546,1.12798106291653e-13,0.244233899721336
1,017,1,1,0,1,0.107681168736805,0.049779760364845,1.00976201841298,0.000144392285907065,0.0717592799058142,0.129477799134847,0.644759821213928,0.5,0.0279410878415763,0.384465604894942,1.56610568026997,0.00028878457181413,2.56823500619172
1,019,1,1,0,1,0.25727379933561,0.127683067081722,7.14999971602843,0.0811452361354091,0.00864602257331264,0.143486218418782,5.72226538764772,0.5,0.0496094801447001,0.88986293240417,1.24950508787353,0.162290472270818,0.174281660442602
1,020,1,1,0,1,0.104190579597417,0.098760146634973,3.4826473228796,0.00386091141855737,1.4917607696338e-14,0.129267344967556,5.15030454515813,0.5,0.00972222157863312,0.763999188346913,0.676202211411689,0.00772182283711473,1.5343826074817e-12
1,021,1,1,0,1,0.0975425377789316,0.111952683236935,4.63673066166524,1.83053648850604e-13,0.0098144924764981,0.111135688239689,4.23369617416826,0.5,0.0167827643660672,1.00735132890422,1.09519683768431,3.66107297701208e-13,0.584795940789223
1,022,1,1,0,1,0.189154273885578,0.140642145880982,5.81806459383677,4.41883728260675e-06,0.0211748815972313,0.15433013443167,4.41212317345424,0.5,0.0125446044862495,0.911307091119344,1.31865416379158,8.8376745652135e-06,1.68796725480199
