site,att,subjectID,lineLength,pCorrect,pStronger
0,-1,1,1,0.510416666666667,0.208333333333333
0,-1,1,2,0.604166666666667,0.302083333333333
0,-1,1,3,0.71875,0.416666666666667
0,-1,1,4,0.635416666666667,0.447916666666667
0,-1,1,5,0.739583333333333,0.572916666666667
0,-1,1,6,0.802083333333333,0.625
0,-1,1,7,0.739583333333333,0.677083333333333
0,-1,2,1,0.625,0.322916666666667
0,-1,2,2,0.604166666666667,0.40625
0,-1,2,3,0.71875,0.40625
0,-1,2,4,0.614583333333333,0.447916666666667
0,-1,2,5,0.729166666666667,0.645833333333333
0,-1,2,6,0.729166666666667,0.53125
0,-1,2,7,0.75,0.635416666666667
0,-1,3,1,0.552083333333333,0.302083333333333
0,-1,3,2,0.614583333333333,0.447916666666667
0,-1,3,3,0.520833333333333,0.395833333333333
0,-1,3,4,0.5625,0.375
0,-1,3,5,0.65625,0.520833333333333
0,-1,3,6,0.631578947368421,0.4
0,-1,3,7,0.645833333333333,0.510416666666667
0,-1,4,1,0.489583333333333,0.302083333333333
0,-1,4,2,0.541666666666667,0.34375
0,-1,4,3,0.5625,0.385416666666667
0,-1,4,4,0.46875,0.385416666666667
0,-1,4,5,0.5625,0.385416666666667
0,-1,4,6,0.572916666666667,0.458333333333333
0,-1,4,7,0.625,0.541666666666667
0,-1,5,1,0.5,0.208333333333333
0,-1,5,2,0.541666666666667,0.15625
0,-1,5,3,0.583333333333333,0.239583333333333
0,-1,5,4,0.604166666666667,0.364583333333333
0,-1,5,5,0.760416666666667,0.604166666666667
0,-1,5,6,0.6875,0.708333333333333
0,-1,5,7,0.71875,0.760416666666667
0,-1,6,1,0.635416666666667,0.197916666666667
0,-1,6,2,0.677083333333333,0.15625
0,-1,6,3,0.6875,0.197916666666667
0,-1,6,4,0.729166666666667,0.21875
0,-1,6,5,0.729166666666667,0.229166666666667
0,-1,6,6,0.78125,0.239583333333333
0,-1,6,7,0.791666666666667,0.3125
0,-1,7,1,0.510416666666667,0.75
0,-1,7,2,0.53125,0.78125
0,-1,7,3,0.520833333333333,0.84375
0,-1,7,4,0.572916666666667,0.71875
0,-1,7,5,0.552083333333333,0.833333333333333
0,-1,7,6,0.5625,0.75
0,-1,7,7,0.604166666666667,0.729166666666667
0,-1,8,1,0.541666666666667,0.28125
0,-1,8,2,0.552083333333333,0.208333333333333
0,-1,8,3,0.541666666666667,0.34375
0,-1,8,4,0.541666666666667,0.447916666666667
0,-1,8,5,0.6875,0.677083333333333
0,-1,8,6,0.59375,0.697916666666667
0,-1,8,7,0.770833333333333,0.875
0,-1,9,1,0.510416666666667,0.385416666666667
0,-1,9,2,0.53125,0.5625
0,-1,9,3,0.583333333333333,0.677083333333333
0,-1,9,4,0.515789473684211,0.663157894736842
0,-1,9,5,0.635416666666667,0.854166666666667
0,-1,9,6,0.6,0.905263157894737
0,-1,9,7,0.5625,0.927083333333333
0,-1,10,1,0.6125,0.05
0,-1,10,2,0.65,0.0625
0,-1,10,3,0.69620253164557,0.10126582278481
0,-1,10,4,0.675,0.1375
0,-1,10,5,0.75,0.35
0,-1,10,6,0.8,0.625
0,-1,10,7,0.8625,0.675
0,-1,11,1,0.541666666666667,0.385416666666667
0,-1,11,2,0.541666666666667,0.416666666666667
0,-1,11,3,0.447916666666667,0.385416666666667
0,-1,11,4,0.510416666666667,0.4375
0,-1,11,5,0.631578947368421,0.621052631578947
0,-1,11,6,0.583333333333333,0.625
0,-1,11,7,0.5625,0.739583333333333
0,-1,12,1,0.541666666666667,0.6875
0,-1,12,2,0.59375,0.708333333333333
0,-1,12,3,0.614583333333333,0.71875
0,-1,12,4,0.552083333333333,0.75
0,-1,12,5,0.645833333333333,0.708333333333333
0,-1,12,6,0.65625,0.71875
0,-1,12,7,0.625,0.78125
0,-1,13,1,0.552083333333333,0.260416666666667
0,-1,13,2,0.677083333333333,0.40625
0,-1,13,3,0.6875,0.541666666666667
0,-1,13,4,0.84375,0.635416666666667
0,-1,13,5,0.78125,0.760416666666667
0,-1,13,6,0.864583333333333,0.875
0,-1,13,7,0.885416666666667,0.895833333333333
0,-1,14,1,0.5625,0.291666666666667
0,-1,14,2,0.583333333333333,0.416666666666667
0,-1,14,3,0.75,0.625
0,-1,14,4,0.635416666666667,0.583333333333333
0,-1,14,5,0.729166666666667,0.760416666666667
0,-1,14,6,0.677083333333333,0.875
0,-1,14,7,0.770833333333333,0.895833333333333
1,-1,15,1,0.53125,0.354166666666667
1,-1,15,2,0.6875,0.489583333333333
1,-1,15,3,0.59375,0.5
1,-1,15,4,0.614583333333333,0.520833333333333
1,-1,15,5,0.6875,0.541666666666667
1,-1,15,6,0.791666666666667,0.6875
1,-1,15,7,0.71875,0.677083333333333
1,-1,16,1,0.380952380952381,0.555555555555556
1,-1,16,2,0.5625,0.484375
1,-1,16,3,0.53125,0.5625
1,-1,16,4,0.484375,0.5625
1,-1,16,5,0.40625,0.625
1,-1,16,6,0.645161290322581,0.661290322580645
1,-1,16,7,0.46875,0.765625
1,-1,17,1,0.572916666666667,0.145833333333333
1,-1,17,2,0.614583333333333,0.21875
1,-1,17,3,0.614583333333333,0.34375
1,-1,17,4,0.635416666666667,0.604166666666667
1,-1,17,5,0.677083333333333,0.614583333333333
1,-1,17,6,0.71875,0.833333333333333
1,-1,17,7,0.791666666666667,0.833333333333333
1,-1,18,1,0.55,0.55
1,-1,18,2,0.645569620253165,0.582278481012658
1,-1,18,3,0.7125,0.7375
1,-1,18,4,0.6625,0.725
1,-1,18,5,0.6125,0.675
1,-1,18,6,0.675,0.8
1,-1,18,7,0.7,0.8875
1,-1,19,1,0.6,0.0375
1,-1,19,2,0.7125,0.0625
1,-1,19,3,0.7625,0.15
1,-1,19,4,0.6875,0.1375
1,-1,19,5,0.8375,0.45
1,-1,19,6,0.9125,0.7875
1,-1,19,7,0.925,0.875
1,-1,20,1,0.775,0.5375
1,-1,20,2,0.7875,0.6375
1,-1,20,3,0.8625,0.8625
1,-1,20,4,0.75,0.9125
1,-1,20,5,0.8125,1
1,-1,20,6,0.9375,0.9625
1,-1,20,7,0.925,0.975
1,-1,21,1,0.604166666666667,0.0208333333333333
1,-1,21,2,0.6875,0.0625
1,-1,21,3,0.697916666666667,0.21875
1,-1,21,4,0.645833333333333,0.3125
1,-1,21,5,0.84375,0.541666666666667
1,-1,21,6,0.854166666666667,0.84375
1,-1,21,7,0.9375,0.854166666666667
1,-1,22,1,0.59375,0.0208333333333333
1,-1,22,2,0.65625,0.0625
1,-1,22,3,0.760416666666667,0.03125
1,-1,22,4,0.739583333333333,0.15625
1,-1,22,5,0.739583333333333,0.322916666666667
1,-1,22,6,0.854166666666667,0.604166666666667
1,-1,22,7,0.854166666666667,0.739583333333333
1,-1,23,1,0.604166666666667,0.0729166666666667
1,-1,23,2,0.489583333333333,0.114583333333333
1,-1,23,3,0.625,0.1875
1,-1,23,4,0.625,0.270833333333333
1,-1,23,5,0.677083333333333,0.322916666666667
1,-1,23,6,0.760416666666667,0.791666666666667
1,-1,23,7,0.708333333333333,0.90625
1,-1,24,1,0.75,0.05
1,-1,24,2,0.8,0.1125
1,-1,24,3,0.85,0.1625
1,-1,24,4,0.8875,0.1625
1,-1,24,5,0.9125,0.3125
1,-1,24,6,0.95,0.65
1,-1,24,7,0.9375,0.825
1,-1,25,1,0.525,0.05
1,-1,25,2,0.6125,0.1125
1,-1,25,3,0.6375,0.2125
1,-1,25,4,0.6875,0.375
1,-1,25,5,0.8125,0.7625
1,-1,25,6,0.825,0.925
1,-1,25,7,0.875,0.925
1,-1,26,1,0.5625,0.171875
1,-1,26,2,0.71875,0.359375
1,-1,26,3,0.828125,0.546875
1,-1,26,4,0.765625,0.546875
1,-1,26,5,0.90625,0.828125
1,-1,26,6,0.921875,0.9375
1,-1,26,7,0.984375,1
1,-1,27,1,0.5859375,0.0390625
1,-1,27,2,0.609375,0.078125
1,-1,27,3,0.609375,0.0703125
1,-1,27,4,0.671875,0.15625
1,-1,27,5,0.6796875,0.2578125
1,-1,27,6,0.8203125,0.578125
1,-1,27,7,0.8671875,0.671875
1,-1,28,1,0.552083333333333,0.1875
1,-1,28,2,0.552083333333333,0.1875
1,-1,28,3,0.59375,0.21875
1,-1,28,4,0.510416666666667,0.28125
1,-1,28,5,0.6875,0.291666666666667
1,-1,28,6,0.802083333333333,0.552083333333333
1,-1,28,7,0.739583333333333,0.541666666666667
1,-1,29,1,0.505263157894737,0.621052631578947
1,-1,29,2,0.53125,0.583333333333333
1,-1,29,3,0.5625,0.65625
1,-1,29,4,0.515789473684211,0.621052631578947
1,-1,29,5,0.614583333333333,0.635416666666667
1,-1,29,6,0.520833333333333,0.677083333333333
1,-1,29,7,0.578947368421053,0.557894736842105
0,0,1,1,0.635416666666667,0.239583333333333
0,0,1,2,0.770833333333333,0.270833333333333
0,0,1,3,0.822916666666667,0.447916666666667
0,0,1,4,0.8125,0.416666666666667
0,0,1,5,0.90625,0.666666666666667
0,0,1,6,0.9375,0.78125
0,0,1,7,0.916666666666667,0.8125
0,0,2,1,0.71875,0.197916666666667
0,0,2,2,0.739583333333333,0.3125
0,0,2,3,0.833333333333333,0.4375
0,0,2,4,0.895833333333333,0.5625
0,0,2,5,0.916666666666667,0.71875
0,0,2,6,0.9375,0.75
0,0,2,7,0.895833333333333,0.802083333333333
0,0,3,1,0.604166666666667,0.375
0,0,3,2,0.635416666666667,0.416666666666667
0,0,3,3,0.708333333333333,0.458333333333333
0,0,3,4,0.697916666666667,0.520833333333333
0,0,3,5,0.739583333333333,0.53125
0,0,3,6,0.8125,0.520833333333333
0,0,3,7,0.875,0.65625
0,0,4,1,0.510416666666667,0.270833333333333
0,0,4,2,0.541666666666667,0.208333333333333
0,0,4,3,0.5625,0.25
0,0,4,4,0.46875,0.229166666666667
0,0,4,5,0.510416666666667,0.427083333333333
0,0,4,6,0.697916666666667,0.583333333333333
0,0,4,7,0.677083333333333,0.635416666666667
0,0,5,1,0.552083333333333,0.145833333333333
0,0,5,2,0.708333333333333,0.135416666666667
0,0,5,3,0.677083333333333,0.135416666666667
0,0,5,4,0.729166666666667,0.229166666666667
0,0,5,5,0.822916666666667,0.5625
0,0,5,6,0.864583333333333,0.8125
0,0,5,7,0.9375,0.78125
0,0,6,1,0.614583333333333,0.260416666666667
0,0,6,2,0.729166666666667,0.1875
0,0,6,3,0.802083333333333,0.270833333333333
0,0,6,4,0.854166666666667,0.28125
0,0,6,5,0.90625,0.208333333333333
0,0,6,6,0.9375,0.260416666666667
0,0,6,7,0.9375,0.302083333333333
0,0,7,1,0.447916666666667,0.791666666666667
0,0,7,2,0.572916666666667,0.666666666666667
0,0,7,3,0.572916666666667,0.770833333333333
0,0,7,4,0.510416666666667,0.729166666666667
0,0,7,5,0.572916666666667,0.739583333333333
0,0,7,6,0.604166666666667,0.739583333333333
0,0,7,7,0.5625,0.75
0,0,8,1,0.59375,0.09375
0,0,8,2,0.625,0.114583333333333
0,0,8,3,0.75,0.208333333333333
0,0,8,4,0.677083333333333,0.354166666666667
0,0,8,5,0.802083333333333,0.645833333333333
0,0,8,6,0.875,0.895833333333333
0,0,8,7,0.864583333333333,0.979166666666667
0,0,9,1,0.510416666666667,0.3125
0,0,9,2,0.604166666666667,0.53125
0,0,9,3,0.59375,0.604166666666667
0,0,9,4,0.583333333333333,0.770833333333333
0,0,9,5,0.666666666666667,0.916666666666667
0,0,9,6,0.65625,0.916666666666667
0,0,9,7,0.677083333333333,0.979166666666667
0,0,10,1,0.5625,0
0,0,10,2,0.6625,0.05
0,0,10,3,0.775,0.0625
0,0,10,4,0.825,0.15
0,0,10,5,0.9,0.5
0,0,10,6,0.9625,0.75
0,0,10,7,0.9625,0.9125
0,0,11,1,0.552083333333333,0.34375
0,0,11,2,0.489583333333333,0.385416666666667
0,0,11,3,0.5,0.427083333333333
0,0,11,4,0.645833333333333,0.510416666666667
0,0,11,5,0.65625,0.625
0,0,11,6,0.75,0.75
0,0,11,7,0.791666666666667,0.739583333333333
0,0,12,1,0.46875,0.677083333333333
0,0,12,2,0.614583333333333,0.697916666666667
0,0,12,3,0.510416666666667,0.729166666666667
0,0,12,4,0.71875,0.770833333333333
0,0,12,5,0.739583333333333,0.6875
0,0,12,6,0.791666666666667,0.65625
0,0,12,7,0.822916666666667,0.78125
0,0,13,1,0.65625,0.0833333333333333
0,0,13,2,0.760416666666667,0.229166666666667
0,0,13,3,0.833333333333333,0.333333333333333
0,0,13,4,0.895833333333333,0.489583333333333
0,0,13,5,0.916666666666667,0.729166666666667
0,0,13,6,0.947916666666667,0.927083333333333
0,0,13,7,0.895833333333333,0.90625
0,0,14,1,0.645833333333333,0.145833333333333
0,0,14,2,0.65625,0.427083333333333
0,0,14,3,0.6875,0.635416666666667
0,0,14,4,0.770833333333333,0.604166666666667
0,0,14,5,0.854166666666667,0.791666666666667
0,0,14,6,0.895833333333333,0.989583333333333
0,0,14,7,0.895833333333333,0.947916666666667
1,0,15,1,0.6875,0.510416666666667
1,0,15,2,0.739583333333333,0.6875
1,0,15,3,0.833333333333333,0.78125
1,0,15,4,0.833333333333333,0.78125
1,0,15,5,0.885416666666667,0.885416666666667
1,0,15,6,0.947916666666667,0.927083333333333
1,0,15,7,0.958333333333333,0.927083333333333
1,0,16,1,0.484375,0.53125
1,0,16,2,0.53125,0.671875
1,0,16,3,0.5,0.625
1,0,16,4,0.59375,0.6875
1,0,16,5,0.609375,0.671875
1,0,16,6,0.546875,0.65625
1,0,16,7,0.65625,0.671875
1,0,17,1,0.697916666666667,0.0625
1,0,17,2,0.770833333333333,0.145833333333333
1,0,17,3,0.78125,0.208333333333333
1,0,17,4,0.75,0.4375
1,0,17,5,0.885416666666667,0.697916666666667
1,0,17,6,0.885416666666667,0.90625
1,0,17,7,0.927083333333333,0.90625
1,0,18,1,0.625,0.35
1,0,18,2,0.6,0.475
1,0,18,3,0.6875,0.525
1,0,18,4,0.7125,0.5625
1,0,18,5,0.8125,0.65
1,0,18,6,0.8875,0.725
1,0,18,7,0.8375,0.7125
1,0,19,1,0.725,0.0125
1,0,19,2,0.7625,0.025
1,0,19,3,0.7625,0.1
1,0,19,4,0.9125,0.2375
1,0,19,5,0.8625,0.625
1,0,19,6,0.925,0.8375
1,0,19,7,0.9625,0.9
1,0,20,1,0.8375,0.4
1,0,20,2,0.825,0.6875
1,0,20,3,0.95,0.8
1,0,20,4,0.9875,0.925
1,0,20,5,0.85,0.95
1,0,20,6,0.9875,0.975
1,0,20,7,0.95,0.9625
1,0,21,1,0.604166666666667,0.0208333333333333
1,0,21,2,0.697916666666667,0.0729166666666667
1,0,21,3,0.8125,0.177083333333333
1,0,21,4,0.8125,0.25
1,0,21,5,0.916666666666667,0.677083333333333
1,0,21,6,0.96875,0.84375
1,0,21,7,0.958333333333333,0.96875
1,0,22,1,0.708333333333333,0.0208333333333333
1,0,22,2,0.78125,0.03125
1,0,22,3,0.822916666666667,0.0625
1,0,22,4,0.895833333333333,0.135416666666667
1,0,22,5,0.96875,0.5
1,0,22,6,0.947916666666667,0.75
1,0,22,7,0.96875,0.864583333333333
1,0,23,1,0.645833333333333,0.0208333333333333
1,0,23,2,0.5,0.0416666666666667
1,0,23,3,0.708333333333333,0.114583333333333
1,0,23,4,0.78125,0.1875
1,0,23,5,0.833333333333333,0.53125
1,0,23,6,0.90625,0.854166666666667
1,0,23,7,0.895833333333333,0.96875
1,0,24,1,0.7875,0.05
1,0,24,2,0.8375,0.0375
1,0,24,3,0.925,0.05
1,0,24,4,0.925,0.1125
1,0,24,5,1,0.5
1,0,24,6,1,0.65
1,0,24,7,1,0.9125
1,0,25,1,0.625,0.0125
1,0,25,2,0.725,0.025
1,0,25,3,0.7875,0.1
1,0,25,4,0.9,0.25
1,0,25,5,0.9125,0.85
1,0,25,6,0.95,0.975
1,0,25,7,0.875,1
1,0,26,1,0.546875,0.234375
1,0,26,2,0.640625,0.375
1,0,26,3,0.78125,0.53125
1,0,26,4,0.75,0.5625
1,0,26,5,0.890625,0.890625
1,0,26,6,0.96875,0.984375
1,0,26,7,0.96875,0.96875
1,0,27,1,0.4609375,0.03125
1,0,27,2,0.6640625,0.046875
1,0,27,3,0.6640625,0.078125
1,0,27,4,0.75,0.15625
1,0,27,5,0.8671875,0.515625
1,0,27,6,0.8984375,0.796875
1,0,27,7,0.9296875,0.875
1,0,28,1,0.541666666666667,0.0729166666666667
1,0,28,2,0.625,0.145833333333333
1,0,28,3,0.677083333333333,0.291666666666667
1,0,28,4,0.791666666666667,0.447916666666667
1,0,28,5,0.78125,0.541666666666667
1,0,28,6,0.916666666666667,0.708333333333333
1,0,28,7,0.885416666666667,0.677083333333333
1,0,29,1,0.708333333333333,0.520833333333333
1,0,29,2,0.552083333333333,0.614583333333333
1,0,29,3,0.614583333333333,0.59375
1,0,29,4,0.59375,0.53125
1,0,29,5,0.572916666666667,0.53125
1,0,29,6,0.6875,0.65625
1,0,29,7,0.65625,0.625
0,1,1,1,0.809027777777778,0.0694444444444444
0,1,1,2,0.871527777777778,0.180555555555556
0,1,1,3,0.927083333333333,0.347222222222222
0,1,1,4,0.947916666666667,0.423611111111111
0,1,1,5,0.979166666666667,0.715277777777778
0,1,1,6,0.947916666666667,0.756944444444444
0,1,1,7,0.951388888888889,0.861111111111111
0,1,2,1,0.840277777777778,0.0173611111111111
0,1,2,2,0.899305555555556,0.0868055555555556
0,1,2,3,0.961805555555556,0.131944444444444
0,1,2,4,0.975694444444444,0.28125
0,1,2,5,0.958333333333333,0.649305555555556
0,1,2,6,0.958333333333333,0.784722222222222
0,1,2,7,0.979166666666667,0.805555555555556
0,1,3,1,0.777777777777778,0.121527777777778
0,1,3,2,0.840277777777778,0.284722222222222
0,1,3,3,0.930555555555556,0.559027777777778
0,1,3,4,0.920138888888889,0.586805555555556
0,1,3,5,0.972222222222222,0.715277777777778
0,1,3,6,0.965277777777778,0.746527777777778
0,1,3,7,0.965277777777778,0.715277777777778
0,1,4,1,0.572916666666667,0.131944444444444
0,1,4,2,0.642361111111111,0.121527777777778
0,1,4,3,0.690972222222222,0.135416666666667
0,1,4,4,0.736111111111111,0.201388888888889
0,1,4,5,0.797909407665505,0.564459930313589
0,1,4,6,0.868055555555556,0.701388888888889
0,1,4,7,0.878472222222222,0.791666666666667
0,1,5,1,0.708333333333333,0.0555555555555556
0,1,5,2,0.868055555555556,0.0520833333333333
0,1,5,3,0.913194444444444,0.0625
0,1,5,4,0.927083333333333,0.121527777777778
0,1,5,5,0.944250871080139,0.710801393728223
0,1,5,6,0.961805555555556,0.913194444444444
0,1,5,7,0.982578397212544,0.961672473867596
0,1,6,1,0.71875,0.145833333333333
0,1,6,2,0.864583333333333,0.253472222222222
0,1,6,3,0.930555555555556,0.229166666666667
0,1,6,4,0.96875,0.232638888888889
0,1,6,5,0.972222222222222,0.263888888888889
0,1,6,6,0.982638888888889,0.260416666666667
0,1,6,7,0.982638888888889,0.284722222222222
0,1,7,1,0.496527777777778,0.756944444444444
0,1,7,2,0.510416666666667,0.75
0,1,7,3,0.548611111111111,0.75
0,1,7,4,0.569444444444444,0.75
0,1,7,5,0.559027777777778,0.71875
0,1,7,6,0.572916666666667,0.760416666666667
0,1,7,7,0.573426573426573,0.741258741258741
0,1,8,1,0.739583333333333,0.00347222222222222
0,1,8,2,0.767361111111111,0.0138888888888889
0,1,8,3,0.840277777777778,0.0659722222222222
0,1,8,4,0.850694444444444,0.145833333333333
0,1,8,5,0.965277777777778,0.753472222222222
0,1,8,6,0.934027777777778,0.961805555555556
0,1,8,7,0.944444444444444,0.96875
0,1,9,1,0.572916666666667,0.0416666666666667
0,1,9,2,0.620209059233449,0.174216027874564
0,1,9,3,0.642361111111111,0.465277777777778
0,1,9,4,0.6875,0.611111111111111
0,1,9,5,0.725694444444444,0.892361111111111
0,1,9,6,0.728222996515679,0.965156794425087
0,1,9,7,0.689895470383275,0.961672473867596
0,1,10,1,0.904166666666667,0.00833333333333333
0,1,10,2,0.945833333333333,0.025
0,1,10,3,0.970833333333333,0.0791666666666667
0,1,10,4,0.9625,0.2125
0,1,10,5,0.995833333333333,0.741666666666667
0,1,10,6,0.983333333333333,0.925
0,1,10,7,0.991666666666667,0.9875
0,1,11,1,0.513888888888889,0.135416666666667
0,1,11,2,0.59375,0.100694444444444
0,1,11,3,0.59375,0.149305555555556
0,1,11,4,0.599303135888502,0.261324041811847
0,1,11,5,0.760416666666667,0.600694444444444
0,1,11,6,0.836805555555556,0.795138888888889
0,1,11,7,0.826388888888889,0.875
0,1,12,1,0.71875,0.319444444444444
0,1,12,2,0.798611111111111,0.475694444444444
0,1,12,3,0.833333333333333,0.545138888888889
0,1,12,4,0.861111111111111,0.6875
0,1,12,5,0.888888888888889,0.736111111111111
0,1,12,6,0.895833333333333,0.756944444444444
0,1,12,7,0.913194444444444,0.770833333333333
0,1,13,1,0.739583333333333,0.0277777777777778
0,1,13,2,0.805555555555556,0.0416666666666667
0,1,13,3,0.913194444444444,0.1875
0,1,13,4,0.940972222222222,0.371527777777778
0,1,13,5,0.982638888888889,0.822916666666667
0,1,13,6,0.958333333333333,0.958333333333333
0,1,13,7,0.965277777777778,0.979166666666667
0,1,14,1,0.673611111111111,0.0625
0,1,14,2,0.833333333333333,0.336805555555556
0,1,14,3,0.9375,0.621527777777778
0,1,14,4,0.930555555555556,0.802083333333333
0,1,14,5,0.975694444444444,0.961805555555556
0,1,14,6,0.982638888888889,0.972222222222222
0,1,14,7,0.979166666666667,0.979166666666667
1,1,15,1,0.944444444444444,0.100694444444444
1,1,15,2,0.958333333333333,0.180555555555556
1,1,15,3,0.982638888888889,0.524305555555556
1,1,15,4,0.989583333333333,0.645833333333333
1,1,15,5,0.993055555555556,0.888888888888889
1,1,15,6,0.986111111111111,0.961805555555556
1,1,15,7,0.982638888888889,0.961805555555556
1,1,16,1,0.546875,0.270833333333333
1,1,16,2,0.625,0.307291666666667
1,1,16,3,0.729166666666667,0.40625
1,1,16,4,0.760416666666667,0.557291666666667
1,1,16,5,0.822916666666667,0.666666666666667
1,1,16,6,0.848958333333333,0.677083333333333
1,1,16,7,0.828125,0.65625
1,1,17,1,0.756944444444444,0.0104166666666667
1,1,17,2,0.826388888888889,0.0416666666666667
1,1,17,3,0.888888888888889,0.177083333333333
1,1,17,4,0.902777777777778,0.329861111111111
1,1,17,5,0.940972222222222,0.822916666666667
1,1,17,6,0.947916666666667,0.927083333333333
1,1,17,7,0.975694444444444,0.972222222222222
1,1,18,1,0.716666666666667,0.0708333333333333
1,1,18,2,0.833333333333333,0.129166666666667
1,1,18,3,0.95,0.325
1,1,18,4,0.916317991631799,0.443514644351464
1,1,18,5,0.970833333333333,0.733333333333333
1,1,18,6,0.9625,0.891666666666667
1,1,18,7,0.9625,0.866666666666667
1,1,19,1,0.833333333333333,0.0208333333333333
1,1,19,2,0.870833333333333,0.0291666666666667
1,1,19,3,0.958333333333333,0.0958333333333333
1,1,19,4,0.933333333333333,0.191666666666667
1,1,19,5,0.975,0.6875
1,1,19,6,0.9625,0.9375
1,1,19,7,0.9625,0.933333333333333
1,1,20,1,0.945833333333333,0.0666666666666667
1,1,20,2,0.979166666666667,0.1375
1,1,20,3,0.995833333333333,0.466666666666667
1,1,20,4,0.975,0.604166666666667
1,1,20,5,0.995833333333333,0.8625
1,1,20,6,0.991666666666667,0.975
1,1,20,7,0.995833333333333,0.975
1,1,21,1,0.780487804878049,0.00696864111498258
1,1,21,2,0.8125,0.0104166666666667
1,1,21,3,0.892361111111111,0.0520833333333333
1,1,21,4,0.923611111111111,0.142361111111111
1,1,21,5,0.954861111111111,0.645833333333333
1,1,21,6,0.975694444444444,0.961805555555556
1,1,21,7,0.979166666666667,0.993055555555556
1,1,22,1,0.868055555555556,0.0104166666666667
1,1,22,2,0.923611111111111,0.0138888888888889
1,1,22,3,0.975694444444444,0.0486111111111111
1,1,22,4,0.975694444444444,0.145833333333333
1,1,22,5,0.947916666666667,0.548611111111111
1,1,22,6,0.972222222222222,0.875
1,1,22,7,0.96875,0.979166666666667
1,1,23,1,0.75,0
1,1,23,2,0.822916666666667,0.00347222222222222
1,1,23,3,0.878472222222222,0.0416666666666667
1,1,23,4,0.895833333333333,0.170138888888889
1,1,23,5,0.96875,0.659722222222222
1,1,23,6,0.96875,0.979166666666667
1,1,23,7,0.982638888888889,0.986111111111111
1,1,24,1,0.920833333333333,0
1,1,24,2,0.983333333333333,0.0125
1,1,24,3,0.983333333333333,0.0166666666666667
1,1,24,4,0.9625,0.104166666666667
1,1,24,5,0.9875,0.716666666666667
1,1,24,6,0.9875,0.958333333333333
1,1,24,7,0.991666666666667,0.9875
1,1,25,1,0.665271966527197,0.00418410041841004
1,1,25,2,0.8,0.00833333333333333
1,1,25,3,0.883333333333333,0.0333333333333333
1,1,25,4,0.916666666666667,0.120833333333333
1,1,25,5,0.9375,0.775
1,1,25,6,0.979166666666667,0.9625
1,1,25,7,0.991666666666667,1
1,1,26,1,0.723958333333333,0.00520833333333333
1,1,26,2,0.848958333333333,0.015625
1,1,26,3,0.911458333333333,0.104166666666667
1,1,26,4,0.927083333333333,0.359375
1,1,26,5,0.979166666666667,0.895833333333333
1,1,26,6,0.979166666666667,0.994791666666667
1,1,26,7,0.96875,0.994791666666667
1,1,27,1,0.6953125,0.00520833333333333
1,1,27,2,0.807291666666667,0.0078125
1,1,27,3,0.890625,0.0572916666666667
1,1,27,4,0.908854166666667,0.111979166666667
1,1,27,5,0.973958333333333,0.666666666666667
1,1,27,6,0.9609375,0.9375
1,1,27,7,0.958333333333333,0.973958333333333
1,1,28,1,0.555555555555556,0.0451388888888889
1,1,28,2,0.71875,0.166666666666667
1,1,28,3,0.8125,0.423611111111111
1,1,28,4,0.902777777777778,0.597222222222222
1,1,28,5,0.934027777777778,0.756944444444444
1,1,28,6,0.9375,0.805555555555556
1,1,28,7,0.965277777777778,0.836805555555556
1,1,29,1,0.737762237762238,0.576923076923077
1,1,29,2,0.702797202797203,0.566433566433566
1,1,29,3,0.741258741258741,0.56993006993007
1,1,29,4,0.773519163763066,0.630662020905923
1,1,29,5,0.80565371024735,0.604240282685512
1,1,29,6,0.797909407665505,0.70383275261324
1,1,29,7,0.787456445993031,0.707317073170732
